Library,Commit,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
pytorch,https://github.com/pytorch/pytorch/commit/3f1f057adfcd4cef67fff9605a894cb075c02881,2024-02-02 0:29:49,,unnecessary,edge cases,crash,remove,if checker,others,,,,
pytorch,https://github.com/pytorch/pytorch/commit/9d09968bbe05fc6d7d7c3d8b1acfbe1b1b1413a8,2022-11-10 22:34:57,,unnecessary,edge cases,inconsistent results,remove,if checker,others,,,,
pytorch,https://github.com/pytorch/pytorch/commit/f386312ec936a94bfb1abe44acdd61d498f4272b,2023-04-03 20:59:52,1,unnecessary,use of unnecessary checkers,performance bug,remove,if checker,others,input data,,,
pytorch,https://github.com/pytorch/pytorch/commit/fc304bec9f550075d4c899aa0fc5b1a0a573c1e5,2020-08-14 2:49:40,,unnecessary,computation graph,performance bug,remove,if checker,nodes in computation graph,,,,
pytorch,https://github.com/pytorch/pytorch/commit/f810d96806d0e767aeca9fe9cf50e0bdcaab7d52,2022-03-14 16:29:58,,unnecessary,tensor shape mismatch,crash,remove,if checker,others,tensor dimension,,,
pytorch,https://github.com/pytorch/pytorch/commit/63e47c68a692c70bc64c49d687f85f7f5cd02ce3,2023-01-25 15:36:44,,unnecessary,tensor shape mismatch,incorrect functionality,remove,macro checker,others,tensor indice,,,
pytorch,https://github.com/pytorch/pytorch/commit/5b7c72101ca8e9d4edba1d16b6121ad900ca3936,2022-02-03 10:36:15,,unnecessary,tensor quantization,performance bug,remove,macro checker,tensor quantization is valid,tensor quantization,,,
pytorch,https://github.com/pytorch/pytorch/commit/8da704cdb7f68bfa09516e7be17f004b98c48eb3,2022-10-04 15:01:48,,unnecessary,use of unnecessary checkers,incorrect functionality,remove,macro checker,others,,,,
pytorch,https://github.com/pytorch/pytorch/commit/c9b1e09958c2b914659aa6b33a76b0e53bd94431,2023-04-05 17:06:49,2,unnecessary,use of unnecessary checkers,incorrect functionality,remove,macro checker,others,tensor indices,,,
pytorch,https://github.com/pytorch/pytorch/commit/2597d5d72272d196b4cb5442ffc8cde376d1f785,2022-12-05 22:07:53,,unnecessary,type checking,performance bug,remove,type checking api,others,none tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/201f7d330ac8c33a7bedb8f0a66954415d1d27db,2021-11-03 13:41:41,,unnecessary,type checking,performance bug,remove,type checking api,others,parameter types,,,
pytorch,https://github.com/pytorch/pytorch/commit/a47cc18254ade6dee1fe4a3c4eb5aca7ba40c77c,2022-06-24 13:44:31,,unnecessary,type checking,incorrect functionality,remove,type checking api,others,,,,
pytorch,https://github.com/pytorch/pytorch/commit/2512017814fb2e3d6f3ae9dd3b315692ffc8fc71,2023-09-22 10:26:33,1,unnecessary,out of bound access,crash,remove,macro checker,others,module buffer,,,
pytorch,https://github.com/pytorch/pytorch/commit/b3a7d696b37b502d1688741eb3339da64c23ab93,2021-11-21 10:08:09,,unnecessary,use of unnecessary checkers,performance bug,remove,assertion statement,others,quantization operation,,,
pytorch,https://github.com/pytorch/pytorch/commit/e7fc7c732cbde822f9490840704b1f57fe86c50a,2019-04-22 23:55:17,1,missing,device availability,incorrect functionality,update,if checker,device is available,device,,,
pytorch,https://github.com/pytorch/pytorch/commit/4e90526a4f03d1950e8db6e8722cce8e0fb4a5f5,2022-08-22 22:38:23,1,unnecessary,use of unnecessary checkers,user confusion,remove,if checker,others,N.A,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4a343043dbc6ce229b4dcf2258f7b6352db32b64,2017-08-16 18:50:56,,improper,attribute existence,crash,update,checker api,attribute exists,model,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/73f25fc34c69878c83ee2eeb8f030cb79a76472f,2018-04-05 19:52:07,,insufficient,attribute existence,attribute error,extend,if checker,attribute exists,module,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cdc36a3b1f7d227984bb5e415b555ed334737f82,2017-12-07 14:46:42,,missing,attribute existence,attribute error,add,if checker,attribute exists,method,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/67b6c880e39ba02ba53c7d499e45fd136090ee32,2021-09-21 10:34:46,,missing,attribute existence,attribute error,add,if checker,attribute exists,tensor shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/dcdca11bcbab4b2474e7bf4d21d1806e6c2790a3,2019-08-14 22:46:37,,missing,others,incorrect functionality,add,checker api,others,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a607eb012b1bc4f6dbe263ad99caa76d84ae3ab2,2019-08-12 13:38:29,,missing,tensor shape mismatch,incorrect functionality,update,if checker,axis parameter matches tensor dimension,N.A,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2bf2799ee80791107d4fe587ff9b6c7cf6c8b418,2018-06-07 19:51:41,,missing,others,others,add,if checker,others,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0197a2d8a3070af763cb67227835ee63df095e6d,2019-09-02 19:57:38,,missing,out of bound access,crash,add,if checker,others,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/314d9cd9b607460f8bfea80fc828b1521ca18443,2016-07-21 17:25:35,,missing,null pointer dereference,segmentation fault,add,if checker,object is not null,device driver version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/abd645085b1dd1496df847b05a1934d471a2f2c0,2018-08-01 4:06:22,,missing,device availability,incorrect functionality,add,if checker,device is available,device status,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/083fd8c4b23104f6b27a871c6469629ace4ee9c3,2019-03-04 10:10:05,,insufficient,device availability,others,extend,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/867a918bd3d40afeca6b96430671a098134e7905,2019-05-01 22:18:07,,missing,device availability,incorrect functionality,add,macro checker,device is available,device driver version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1a73fdfa83bd50695a7d374d14a5cb3835d94d9e,2019-01-09 17:41:51,,insufficient,device availability,version incompatibility,update,if checker,device is available,device attributes,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b234ff0ee4ce87d21a3e5306b678e1fb4b1fedfc,2019-08-06 12:59:40,,missing,device availability,numerical error,add,if checker,device is available,device status,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6c472f6632c4864da749e7a4aee8c001a905287f,2023-12-08 16:36:13,,improper,device version,version incompatibility,update,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9f8ad5ff118166537d42f87f1ee254f83ba553f0,2021-06-08 13:15:31,,improper,device version,version incompatibility,update,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/89334fb15c688e7dbd81878745755db01579ea70,2024-01-05 5:07:14,,improper,device version,version incompatibility,update,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e5cfbd0eceb4dca98b388b13acff499a5420f863,2018-04-22 23:00:54,,improper,device version,version incompatibility,improve,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ac012e26d4331919335d4bceb8abe22b68ed5434,2023-11-17 5:07:13,,improper,device version,version incompatibility,improve,if checker,device is available,device status,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6b9189483513b0c663e23485834be64f51b076e4,2022-04-19 18:46:27,,improper,device version,version incompatibility,improve,if checker,device is available,device status,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e009644f034fa0ca4df910a812432cab3458d440,2019-08-16 0:20:41,0,improper,device version,version incompatibility,update,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e1dbfeba8acb1df8f42dfa6f76262f5cb23e1fa1,2023-11-28 23:24:49,,improper,device version,version incompatibility,update,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e05f78a9b688a8ae37b1a03bfc4459e18e3b88e4,2017-06-14 1:19:53,,improper,device version,version incompatibility,update,if checker,device is available,accelerator version,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/70ade1b64f65d0a2275672d27129627ff116a997,2017-06-13 19:58:21,,missing,others,others,add,if checker,others,divisor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1220ba3ab332d6233a84d660cafb3d4e29958224,2016-03-18 11:47:58,,missing,out of bound access,crash,add,checker api,tensor indexing is within range,tensor index,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a21ec782601aca6c7e0461093d72596f26229e44,2023-03-02 11:50:47,,missing,attribute existence,performance bug,add,checker api,attribute exists,N.A,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/15c186bffe51901e4a48b4b6bf1316832533743f,2020-12-04 21:17:13,,improper,edge cases,crash,update,if checker,tensor dimension is valid,none shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e1ad3b74ad44b883c7b3fdc3a19adcea1d28bfbc,2023-07-17 7:14:46,,improper,edge cases,crash,update,if checker,tensor dimension is valid,scalar tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3c80be9f2cfece929f5858e7df0e7f4503c9baec,2021-01-14 19:01:39,,improper,edge cases,others,update,if checker,tensor is not empty,none tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2f3b69e4976d3b14eaa6ae070eb68f37d1556d98,2018-10-23 16:30:07,,improper,edge cases,crash,update,if checker,object is not empty,checkpoint object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5ed3c7881f1f039b1bb502eb68c65250de3bbac8,2023-02-08 11:56:20,,improper,edge cases,crash,add,if checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6381a7b127bd276a3817a93e5423b15a06c33419,2021-11-15 17:00:13,,improper,edge cases,numerical error,add,if checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7db8e4fbc0be952daea74a2c3f501183d6006e61,2017-09-23 2:51:33,,improper,edge cases,crash,add,if checker,object is not empty,dictionary,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a0fe44410e875e8e7775c6c256496bafb1a41b25,2020-03-02 12:07:54,,improper,edge cases,crash,replace,macro checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bd1f1ac1fec05d38f1b8fc98f650c1c55ac06790,2020-10-06 9:04:33,,missing,edge cases,incorrect functionality,update,if checker,object is not empty,multiplication operator,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5e0c9fff657498f9a74da38b2ce1b4721698a388,2016-12-01 12:46:02,0,missing,edge cases,crash,add,if checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cfb13fa789bcf1cdbbf0fd38cf7568b7098ab99b,2017-10-17 17:01:03,0,missing,out of bound access,crash,add,if checker,tensor shape match tensor indices,N.A,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/28dacabab5aac2963e37e622f4b157cf00d82662,2021-11-17 10:06:17,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/eb921122119a6b6e470ee98b89e65d721663179d,2021-07-27 20:20:51,,missing,out of bound access,crash,add,macro checker,tensor indice is valid,negative index,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bb6a0383ed553c286f87ca88c207f6774d5c4a8f,2021-07-27 18:25:33,,missing,out of bound access,crash,add,macro checker,tensor indice is valid,negative index,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7535f6beb7ba95bf54e1513b0c2c51b844a7a49f,2018-04-06 12:56:07,,missing,edge cases,segmentation fault,add,if checker,others,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/22783fdf812b700f7de9980038ab41ee0a4a2284,2021-04-30 18:28:52,,missing,out of bound access,crash,add,macro checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/459b4bfe1f73737fae23aa1499b06a69605d0f65,2020-10-26 20:56:11,,missing,edge cases,crash,add,if checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cddca76312f5ae4fb92a101e79eeff6d5ac16932,2020-08-03 14:41:16,,missing,edge cases,crash,add,macro checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/823b694639a3f49b6adbf9e73a08c529d583878e,2019-01-29 4:48:40,,missing,out of bound access,crash,add,if checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b1c9e600e02b93885dbebfa5dae92436c63d6c03,2021-02-11 11:43:58,,missing,out of bound access,crash,add,if checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1908d7ef706f0f3f8c7a300068355bf795fb3d17,2022-11-14 4:23:12,,missing,out of bound access,crash,add,macro checker,tensor indexing is within range,tensor indicies,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d414a925a73553e4dd0d559d2d275668a298dab4,2020-11-18 5:49:04,,missing,out of bound access,crash,add,macro checker,axis parameter matches tensor dimension,N.A,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/aa54f547f04c3007b26df2379c6cf5f081948d0b,2016-08-18 12:16:11,,missing,edge cases,incorrect functionality,add,checker api,return value is valid,NaN value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/236660d0fccff6f59f29a1936dc731d783722e28,2019-03-29 18:32:56,,missing,edge cases,incorrect functionality,add,checker api,return value is valid,NaN value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8c6f391a2282684a25cbfec7687bd5d35261a209,2021-12-14 16:45:48,,missing,edge cases,numerical error,add,if checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/582bf0d3ac33fc10156f737c0d42f3adee54409a,2021-03-12 2:39:10,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor buffer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7008e41f183ae9de3f4656067932b36afa822ef2,2019-04-22 22:11:37,,missing,edge cases,crash,add,if checker,tensor dimension is valid,zero dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/551a90f2e3d20420d68a2796d19f1c42b6636e0d,2021-04-07 8:50:41,,missing,edge cases,crash,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1071f554dbd09f7e101324d366eec5f4fe5a3ece,2021-07-29 21:27:51,,missing,edge cases,crash,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f6f62119587baf8ccb7378ceac86bacd2db2863d,2021-05-05 19:09:09,,missing,edge cases,crash,add,if checker,tensor is not empty,zero element,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b86513673b98ac6c4458033fcda718365539afae,2019-08-13 14:32:38,,missing,edge cases,crash,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4377a561b7757ed83757f07532e6564c42c286ba,2023-06-06 15:17:00,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/31bd5026304677faa8a0b77602c6154171b9aec1,2021-05-04 20:46:54,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1c56f53be0b722ca657cbc7df461ed676c8642a2,2021-05-04 20:18:39,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/25bae42b3022b00788a29ae6c400922c31f88231,2018-11-27 21:46:06,,missing,edge cases,crash,add,if checker,tensor is not empty,zero list,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e07e48b2e0908333a36f1c5726a9406a83b3ec90,2021-03-15 16:04:19,,missing,edge cases,crash,add,if checker,object is not empty,empty object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cc560f64b6e3e6724517757e9789c52cde224ee9,2019-12-13 20:22:18,,missing,edge cases,crash,add,if checker,object is not empty,empty string object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/fe4f74018ec6a7dff2718ea59d0f317460c0b3ad,2023-01-04 15:08:26,,missing,edge cases,crash,add,if checker,object is not empty,empty proto object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c56d0cd8ce8239ee369fac1ae6b9cae67fd4c447,2022-09-29 15:48:46,,missing,edge cases,numerical error,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/80bb2f5511e7d2d386c79da52ff517691e19ac54,2022-05-24 11:40:36,,missing,edge cases,crash,add,if checker,tensor indice is valid,large indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0666d8bb711b41c9f03dec238d7d165bc946fc70,2020-12-14 18:11:16,,missing,edge cases,crash,add,macro checker,tensor shape is valid,large shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e6390bc13471f28f211cab874cc49a123505dc3e,2022-01-28 18:22:05,,missing,edge cases,crash,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/43a8963c73718f97a4425722a65b611d2ef0b69f,2019-05-23 19:04:02,,missing,edge cases,segmentation fault,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4ea68093eeaf4c4157368668afd7f809b806a504,2021-04-23 14:38:51,,missing,edge cases,crash,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1223335a8d34a8ce656dbd10b2a236ef6204ff47,2021-04-23 14:35:07,,missing,edge cases,crash,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/64afe2d199ec4513223bbf5176835bf681cf056b,2021-04-23 14:28:05,,missing,edge cases,crash,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/199f1ff12a28d571100b323ec54a5eee47078d8b,2022-03-17 11:04:54,,missing,edge cases,crash,add,macro checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/685418cd85e09bc2117fa15bc1b6a75d21248348,2023-03-30 1:25:19,,missing,edge cases,segmentation fault,add,macro checker,tensor indice is valid,negative indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/076f909b70b251daea6c443c9b1929b9745aed20,2023-03-06 10:36:43,,missing,edge cases,segmentation fault,add,macro checker,tensor indice is valid,negative indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3acc8eaf602b3e9a009f54e1e0164644dd793831,2019-04-28 4:06:23,,missing,edge cases,crash,add,macro checker,tensor size is valid,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/fffbe5a26da2d6fab5a3eb648cefef49db4d38de,2018-04-12 18:22:37,,missing,edge cases,unknown,add,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/dcce6044dc05ed2e6cda601df5b300333859be4f,2017-09-19 1:15:43,,missing,edge cases,crash,remove,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9ce847ed140702d1dd4cb204a8afe0ffedb70b15,2020-10-02 19:04:32,,missing,edge cases,incorrect functionality,add,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ebeb598c2d1f341d6d641bf58c370cf7b43f6e37,2019-03-01 20:31:59,,missing,edge cases,unknown,add,if checker,tensor is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c7c4a42c4372ca560ea415fe3a798e18286cedec,2019-01-07 16:38:08,,missing,edge cases,crash,add,if checker,tensor is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bc7b64fe998cb0f118eace5bc29b52554eeda3f1,2017-03-17 22:49:05,,missing,edge cases,crash,add,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a5b8d6c4694e4cd3e3cc4a162053ab0dfa6e174f,2016-12-02 13:20:52,,missing,edge cases,inconsistent results,update,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0d65cfaab050295c311d9f2fb28388435359db27,2020-10-12 14:00:39,,missing,edge cases,incorrect functionality,update,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/31849c61e0432009baabdfafc2ec1a1aed1a40e8,2019-03-22 15:14:52,,missing,edge cases,crash,update,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/30bd9d5bcc64097d21872486a5726d756ed7067b,2019-07-31 18:32:21,,missing,edge cases,unknown,add,checker api,ensure tensor type is valid,tensor type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/fb1c4cd8283f262bca95ccd04df6f9eb4ae1da0c,2017-03-17 16:44:35,,missing,edge cases,crash,add,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a0ca4bcb81dfd07fdb1c7872b5852f84cfc1a081,2017-03-16 19:48:57,,missing,edge cases,crash,add,if checker,object is not empty,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1ff493ed1a2059f82f7607a7f0a0aa2ce8d5a542,2019-05-03 15:05:12,,missing,edge cases,crash,add,macro checker,device is available,device status,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/201982013046116767545cda18137b38abb39468,2018-01-08 16:33:45,,missing,edge cases,crash,add,if checker,tensor is not empty,tensor buffer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c676a2d7ce8884aad59ca9cd5f45e9b851574cac,2022-09-30 14:21:09,,missing,edge cases,crash,add,if checker,tensor dimension is valid,large dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f61175812426009a4c96e51befb2951612990903,2020-03-26 14:25:22,,missing,edge cases,crash,add,if checker,tensor dimension is valid,zero dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f2a673bd34f0d64b8e40a551ac78989d16daad09,2021-07-30 22:12:41,,missing,edge cases,crash,add,macro checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a0dc73569fc193c1ce26a7bd2d4a8776e7b813ac,2023-03-22 1:07:32,,missing,edge cases,crash,add,macro checker,tensor dimension is valid,zero dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/48d3e51a1bd128554dd129251a51b6e12918a604,2023-02-16 17:56:06,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/258233804f2bc92b4bdb9714b396aed34b53ff0d,2022-11-10 12:37:36,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/532f5c5a547126c634fefd43bbad1dc6417678ac,2021-07-30 1:54:59,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/102cacf28ad5a9e7f00b5a195d1995ead8870006,2021-07-30 1:31:35,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a3d9f9be9ac2296615644061b40cefcee341dcc4,2021-05-05 18:24:00,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/27bd8aaa7b58d2591fed43a6c245f3037664cfb1,2021-05-03 23:40:32,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ab0a5278d81ef34096775d5d56f11694cca2a785,2019-10-05 3:18:42,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/dedac5053f1ca2d6a7820e330714e50d2d724cee,2020-05-28 0:45:36,,missing,edge cases,crash,add,if checker,tensor size is valid,zero tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ce589223a5fa78cb12efaf1efd1d8d0e5507bd08,2020-08-13 12:04:20,,missing,edge cases,incorrect functionality,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/63feaf321165e1e2795f43e3834c007364921df6,2023-09-29 7:53:21,,missing,edge cases,crash,add,if checker,tensor indice is valid,negative indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e5b0eec199c2d03de54fd6a7fd9275692218e2bc,2021-12-14 20:13:47,,missing,edge cases,segmentation fault,add,macro checker,tensor indice is valid,negative indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5cedb0427bd4db4117182da8bc0680dd555b4f49,2018-09-26 13:37:15,,missing,edge cases,segmentation fault,add,macro checker,tensor indice is valid,indice with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/55aec0a33011773240f6696393952c984ca8de16,2016-03-08 20:20:28,,missing,edge cases,crash,add,if checker,tensor dimension is valid,none dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ab60b0ee51a8924a0f02b0152cd6a78ba64d3e94,2023-02-22 14:57:10,,missing,out of bound access,crash,add,macro checker,object is not empty,string object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/08370e76523d5bece9ab28e7a9a902932e9a2cb9,2022-04-20 8:55:36,,missing,edge cases,crash,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c6899c721f3a4b4f2e71ae4e6d1767341112ff93,2016-10-06 19:38:54,,missing,edge cases,unknown,add,if checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/66e0cb1d9afd251931f4f920c5d7bd638bc882b4,2023-07-11 5:43:29,,missing,edge cases,incorrect functionality,add,if checker,integer argument is valid,negative integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d5862d423742ec26c46737d4526eca3b8b8a0d9b,2024-01-26 9:54:39,,missing,edge cases,numerical error,add,macro checker,tensor indice is valid,zero indice,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/81ff894c113a5912ba52078ac27e36d06831112e,2023-11-01 7:43:01,,missing,tensor shape mismatch,crash,add,macro checker,axis parameter matches tensor dimension,array property,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b7e107eaa6dffb649d055d893a1fce734ee50d55,2024-01-03 11:27:12,,improper,others,version incompatibility,update,macro checker,others,ptax,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bc6499d1fb195d8af740d769aae640b80fe16b51,2019-04-12 6:37:55,,inefficient,others,performance bug,update,type checking api,others,HloInstruction parameter,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cb164786dc891ea11d3a900e90367c339305dc7b,2021-11-08 13:35:56,,improper,invalid return types,crash,replace,macro checker,return value is valid,data type,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c7f79bb75b5b83c3011e164ccd617a6ada910ea4,2017-05-10 18:29:07,,improper,others,user confusion,relocate,if checker,others,log,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3550ef89bc66d03b6e2db8e47bf7b038d9f4ceff,2018-06-18 17:17:23,,improper,invalid return types,user confusion,update,checker api,return value is valid,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/feb3d1c5f8b40f1504b758b620edb25d4d3beef1,2023-06-05 18:01:36,,improper,others,unknown,replace,checker api,others,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/84d7bf6f64fd9c8677f7f26511ce3031fe8d35a6,2023-05-09 14:44:28,,missing,invalid return types,incorrect functionality,add,type checking api,return value is valid,tensor data type,,,
