Library,Advisory Link,Commit,Parent Module,API,Anomaly
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v6r6-84gr-92rm,https://github.com/tensorflow/tensorflow/commit/6fc9141f42f6a72180ecd24021c3e6b36165fe0d,tf.raw_ops,tf.raw_ops.AvgPool3DGrad,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7cqx-92hp-x6wh,https://github.com/tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09,tf.raw_ops,tf.raw_ops.MaxPool3DGradGrad,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-828x-qc2p-wprq,https://github.com/tensorflow/tensorflow/commit/a3d9f9be9ac2296615644061b40cefcee341dcc4,tf.raw_ops,tf.raw_ops.MaxPool3DGradGrad,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9vpm-rcf4-9wqw,https://github.com/tensorflow/tensorflow/commit/376c352a37ce5a68b721406dc7e77ac4b6cf483d,tf.raw_ops,tf.raw_ops.MaxPoolGradWithArgmax,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6qgm-fv6v-rfpv,https://github.com/tensorflow/tensorflow/commit/ecf768cbe50cedc0a45ce1ee223146a3d3d26d23,tf.raw_ops,tf.raw_ops.ReverseSequence,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6qgm-fv6v-rfpv,https://github.com/tensorflow/tensorflow/commit/ecf768cbe50cedc0a45ce1ee223146a3d3d26d23,tf.raw_ops,tf.raw_ops.ReverseSequence,Negative argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5gqf-456p-4836,https://github.com/tensorflow/tensorflow/commit/f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb,tf.raw_ops,tf.raw_ops.SdcaOptimizer,Length mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5gqf-456p-4836,https://github.com/tensorflow/tensorflow/commit/f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb,tf.raw_ops,tf.raw_ops.SdcaOptimizer,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-whr9-vfh2-7hm6,https://github.com/tensorflow/tensorflow/commit/79865b542f9ffdc9caeb255631f7c56f1d4b6517,tf.raw_ops,tf.raw_ops.DrawBoundingBoxesV2,Element other than 4
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3h8m-483j-7xxm,https://github.com/tensorflow/tensorflow/commit/ef0c008ee84bad91ec6725ddc42091e19a30cf0e,tf.raw_ops,tf.raw_ops.RequantizationRange,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-545v-42p7-98fq,https://github.com/tensorflow/tensorflow/commit/dcd7867de0fea4b72a2b34bd41eb74548dc23886,tf.raw_ops,tf.raw_ops.MaxPoolGradWithArgmax,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-wp3c-xw9g-gpcg,https://github.com/tensorflow/tensorflow/commit/7ae2af34087fb4b5c8915279efd03da3b81028bc,tf.raw_ops,tf.raw_ops.SparseDenseCwiseMul,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4p4p-www8-8fv9,https://github.com/tensorflow/tensorflow/commit/5e52ef5a461570cfb68f3bdbbebfe972cb4e0fd8,tf.raw_ops,tf.raw_ops.ParameterizedTruncatedNormal,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r6pg-pjwc-j585,https://github.com/tensorflow/tensorflow/commit/faa76f39014ed3b5e2c158593b1335522e573c7f,tf.raw_ops,tf.raw_ops.SparseFillEmptyRows,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-75f6-78jr-4656,https://github.com/tensorflow/tensorflow/commit/f4c364a5d6880557f6f5b6eb5cee2c407f0186b3,tf.raw_ops,tf.raw_ops.EditDistance,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-75f6-78jr-4656,https://github.com/tensorflow/tensorflow/commit/f4c364a5d6880557f6f5b6eb5cee2c407f0186b3,tf.raw_ops,tf.raw_ops.EditDistance,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-ph87-fvjr-v33w,https://github.com/tensorflow/tensorflow/commit/31bd5026304677faa8a0b77602c6154171b9aec1,tf.raw_ops,tf.raw_ops.RFFT,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-36vm-xw34-x4pj,https://github.com/tensorflow/tensorflow/commit/1c56f53be0b722ca657cbc7df461ed676c8642a2,tf.raw_ops,tf.raw_ops.IRFFT,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gvm4-h8j3-rjrq,https://github.com/tensorflow/tensorflow/commit/77dd114513d7796e1e2b8aece214a380af26fbf4,tf.raw_ops,tf.raw_ops.LoadAndRemapMatrix,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-59q2-x2qc-4c97,https://github.com/tensorflow/tensorflow/commit/51300ba1cc2f487aefec6e6631fef03b0e08b298,tf.raw_ops,tf.raw_ops.UnicodeEncode,Element other than 0
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-59q2-x2qc-4c97,https://github.com/tensorflow/tensorflow/commit/51300ba1cc2f487aefec6e6631fef03b0e08b298,tf.raw_ops,tf.raw_ops.UnicodeEncode,Last element in input_splits  != input_values 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mqh2-9wrp-vx84,https://github.com/tensorflow/tensorflow/commit/8ba6fa29cd8bf9cef9b718dc31c78c73081f5b31,tf.raw_ops,tf.raw_ops.SparseSplit,Slice index is larger than num_split
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fxqh-cfjm-fp93,https://github.com/tensorflow/tensorflow/commit/4071d8e2f6c45c1955a811fee757ca2adbe462c1,tf.raw_ops,tf.raw_ops.Reverse,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xw93-v57j-fcgh,https://github.com/tensorflow/tensorflow/commit/7f283ff806b2031f407db64c4d3edcda8fb9f9f5,tf.raw_ops,tf.raw_ops.SparseMatMul,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r35g-4525-29fq,https://github.com/tensorflow/tensorflow/commit/1a2a87229d1d61e23a39373777c056161eb4084d,tf.raw_ops,tf.raw_ops.FusedBatchNorm,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qg48-85hg-mqc5,https://github.com/tensorflow/tensorflow/commit/da5ff2daf618591f64b2b62d9d9803951b945e9f,tf.raw_ops,tf.raw_ops.DenseCountSparseOutput,Zero dimensional tensor
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jhq9-wm9m-cf89,https://github.com/tensorflow/tensorflow/commit/704866eabe03a9aeda044ec91a8d0c83fc1ebdbe,tf.raw_ops,tf.raw_ops.UnsortedSegmentJoin,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h9px-9vqg-222h,https://github.com/tensorflow/tensorflow/commit/99085e8ff02c3763a0ec2263e44daec416f6a387,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV3,Axis larger than input dimension
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vqw6-72r7-fgw7,https://github.com/tensorflow/tensorflow/commit/480641e3599775a8895254ffbc0fc45621334f68,tf.raw_ops,tf.raw_ops.MatrixTriangularSolve,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f78g-q7r4-9wcv,https://github.com/tensorflow/tensorflow/commit/548b5eaf23685d86f722233d8fbc21d0a4aecb96,tf.raw_ops,tf.raw_ops.FractionalAvgPool,Pooling ratio bigger than input tensor dim size
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x83m-p7pv-ch8v,https://github.com/tensorflow/tensorflow/commit/744009c9e5cc5d0447f0dc39d055f917e1fd9e16,tf.raw_ops,tf.raw_ops.QuantizedAdd,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-p45v-v4pw-77jr,https://github.com/tensorflow/tensorflow/commit/d6ed5bcfe1dcab9e85a4d39931bd18d99018e75b,tf.raw_ops,tf.raw_ops.QuantizedBatchNormWithGlobalNormalization,Zero element 
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-p45v-v4pw-77jr,https://github.com/tensorflow/tensorflow/commit/d6ed5bcfe1dcab9e85a4d39931bd18d99018e75b,tf.raw_ops,tf.raw_ops.QuantizedBatchNormWithGlobalNormalization,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-p45v-v4pw-77jr,https://github.com/tensorflow/tensorflow/commit/d6ed5bcfe1dcab9e85a4d39931bd18d99018e75b,tf.raw_ops,tf.raw_ops.QuantizedBatchNormWithGlobalNormalization,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m34j-p8rj-wjxq,https://github.com/tensorflow/tensorflow/commit/67784700869470d65d5f2ef20aeb5e97c31673cb,tf.raw_ops,tf.raw_ops.QuantizedBiasAdd,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fphq-gw9m-ghrv,https://github.com/tensorflow/tensorflow/commit/ea3b43e98c32c97b35d52b4c66f9107452ca8fb2,tf.raw_ops,tf.raw_ops.CTCGreedyDecoder,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6g85-3hm8-83f9,https://github.com/tensorflow/tensorflow/commit/20431e9044cf2ad3c0323c34888b192f3289af6b,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV4Grad,Dimension other than 1
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xgc3-m89p-vr3x,https://github.com/tensorflow/tensorflow/commit/c570e2ecfc822941335ad48f6e10df4e21f11c96,tf.raw_ops,tf.raw_ops.Conv2DBackpropFilter,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xgc3-m89p-vr3x,https://github.com/tensorflow/tensorflow/commit/c570e2ecfc822941335ad48f6e10df4e21f11c96,tf.raw_ops,tf.raw_ops.Conv2DBackpropFilter,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2gfx-95x2-5v3x,https://github.com/tensorflow/tensorflow/commit/a324ac84e573fba362a5e53d4e74d5de6729933e,tf.raw_ops,tf.raw_ops.QuantizedReshape,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8c89-2vwr-chcq,https://github.com/tensorflow/tensorflow/commit/f6c40f0c6cbf00d46c7717a26419f2062f2f8694,tf.raw_ops,tf.raw_ops.QuantizedResizeBilinear,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6j9c-grc6-5m6g,https://github.com/tensorflow/tensorflow/commit/69c68ecbb24dff3fa0e46da0d16c821a2dd22d7c,tf.raw_ops,tf.raw_ops.SparseConcat,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m3f9-w3p3-p669,https://github.com/tensorflow/tensorflow/commit/efea03b38fb8d3b81762237dc85e579cc5fc6e87,tf.raw_ops,tf.raw_ops.QuantizedMul,Non scalar input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-393f-2jr3-cp69,https://github.com/tensorflow/tensorflow/commit/b432a38fe0e1b4b904a6c222cbce794c39703e87,tf.raw_ops,tf.raw_ops.DrawBoundingBoxes,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-j47f-4232-hvv8,https://github.com/tensorflow/tensorflow/commit/44b7f486c0143f68b56c34e2d01e146ee445134a,tf.raw_ops,tf.raw_ops.RaggedCross,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-3qxp-qjq7-w4hf,https://github.com/tensorflow/tensorflow/commit/26eb323554ffccd173e8a79a8c05c15b685ae4d1,tf.raw_ops,tf.raw_ops.EncodePng,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xcwj-wfcm-m23c,https://github.com/tensorflow/tensorflow/commit/e6a7c7cc18c3aaad1ae0872cb0a959f5c923d2bd,tf.raw_ops,tf.raw_ops.SparseMatrixSparseCholesky,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6f84-42vf-ppwp,https://github.com/tensorflow/tensorflow/commit/a1b11d2fdd1e51bfe18bb1ede804f60abfa92da6,tf.raw_ops,tf.raw_ops.QuantizedMul,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x4g7-fvjj-prg8,https://github.com/tensorflow/tensorflow/commit/cfa91be9863a91d5105a3b4941096044ab32036b,tf.raw_ops,tf.raw_ops.QuantizedConv2D,Zero argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x4g7-fvjj-prg8,https://github.com/tensorflow/tensorflow/commit/cfa91be9863a91d5105a3b4941096044ab32036b,tf.raw_ops,tf.raw_ops.QuantizedConv2D,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4vf2-4xcg-65cx,https://github.com/tensorflow/tensorflow/commit/b12aa1d44352de21d1a6faaf04172d8c2508b42b,tf.raw_ops,tf.raw_ops.Conv2D,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xm2v-8rrw-w9pm,https://github.com/tensorflow/tensorflow/commit/2be2cdf3a123e231b16f766aa0e27d56b4606535,tf.raw_ops,tf.raw_ops.Conv2DBackpropInput,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r4pj-74mg-8868,https://github.com/tensorflow/tensorflow/commit/fca9874a9b42a2134f907d2fb46ab774a831404a,tf.raw_ops,tf.raw_ops.Conv2DBackpropFilter,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2cpx-427x-q2c6,https://github.com/tensorflow/tensorflow/commit/69c68ecbb24dff3fa0e46da0d16c821a2dd22d7c,tf.raw_ops,tf.raw_ops.AddManySparseToTensorsMap,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c968-pq7h-7fxv,https://github.com/tensorflow/tensorflow/commit/311403edbc9816df80274bd1ea8b3c0c0f22c3fa,tf.raw_ops,tf.raw_ops.Conv3DBackpropFilterV2,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-wcv5-qrj6-9pfm,https://github.com/tensorflow/tensorflow/commit/8f37b52e1320d8d72a9529b2468277791a261197,tf.raw_ops,tf.raw_ops.Conv3DBackpropInputV2,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hr84-fqvp-48mm,https://github.com/tensorflow/tensorflow/commit/c57c0b9f3a4f8684f3489dd9a9ec627ad8b599f5,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,Negative element
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-772j-h9xw-ffp5,https://github.com/tensorflow/tensorflow/commit/b1cc5e5a50e7cee09f2c6eb48eb40ee9c4125025,tf.raw_ops,tf.raw_ops.SparseCross,Integer tensors
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-62gx-355r-9fhg,https://github.com/tensorflow/tensorflow/commit/ff70c47a396ef1e3cb73c90513da4f5cb71bebba,tf.raw_ops,tf.raw_ops.GetSessionTensor,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-772p-x54p-hjrv,https://github.com/tensorflow/tensorflow/commit/799f835a3dfa00a4d852defa29b15841eea9d64f,tf.raw_ops,tf.raw_ops.Conv3D,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-772p-x54p-hjrv,https://github.com/tensorflow/tensorflow/commit/799f835a3dfa00a4d852defa29b15841eea9d64f,tf.raw_ops,tf.raw_ops.Conv3D,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hc6c-75p4-hmq4,https://github.com/tensorflow/tensorflow/commit/a7116dd3913c4a4afd2a3a938573aa7c785fdfc6,tf.raw_ops,tf.raw_ops.MatrixDiagV2,Empty input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8h46-5m9h-7553,https://github.com/tensorflow/tensorflow/commit/eebb96c2830d48597d055d247c0e9aebaea94cd5,tf.raw_ops,tf.raw_ops.RaggedBincount,Element other than zero
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-g4h2-gqm3-c9wq,https://github.com/tensorflow/tensorflow/commit/eebb96c2830d48597d055d247c0e9aebaea94cd5,tf.raw_ops,tf.raw_ops.ImmutableConst,Invalid type
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hhvc-g5hv-48c6,https://github.com/tensorflow/tensorflow/commit/c1e1fc899ad5f8c725dcbb6470069890b5060bc7,tf.raw_ops,tf.raw_ops.ImmutableConst,Too small file
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7,https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae,tf.raw_ops,tf.raw_ops.DataFormatVecPermute,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7,https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae,tf.raw_ops,tf.raw_ops.DataFormatVecPermute,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7,https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae,tf.raw_ops,tf.raw_ops.DataFormatVecPermute,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7,https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae,tf.raw_ops,tf.raw_ops.DataFormatVecPermute,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7,https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae,tf.raw_ops,tf.raw_ops.DataFormatVecPermute,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7,https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae,tf.raw_ops,tf.raw_ops.DataFormatVecPermute,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7,https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae,tf.raw_ops,tf.raw_ops.DataFormatVecPermute,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7,https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae,tf.raw_ops,tf.raw_ops.DataFormatVecPermute,Invalid argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xwhf-g6j5-j5gc,https://github.com/tensorflow/tensorflow/commit/c0319231333f0f16e1cc75ec83660b01fedd4182,tf.image,tf.image.crop_and_resize,Very large input argument
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-452g-f7fp-9jf7,https://github.com/tensorflow/tensorflow/commit/030af767d357d1b4088c4a25c72cb3906abac489,tf.raw_ops,tf.random.truncated_normal,invalid type
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-rrfp-j2mp-hq9c,https://github.com/tensorflow/tensorflow/commit/eccb7ec454e6617738554a255d77f08e60ee0808,tf.raw_ops,tf.quantization.quantize_and_dequantize,Invalid rank
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q8qj-fc9q-cphr,https://github.com/tensorflow/tensorflow/commit/22e07fb204386768e5bcbea563641ea11f96ceb8,tf.experimental,tf.experimental.dlpack.to_dlpack,python object
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8fxw-76px-3rxv,https://github.com/tensorflow/tensorflow/commit/22e07fb204386768e5bcbea563641ea11f96ceb8,tf.experimental,tf.experimental.dlpack.to_dlpack,python object
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9mqp-7v2h-2382,https://github.com/tensorflow/tensorflow/commit/390611e0d45c5793c7066110af37c8514e6a6c54,tf.raw_ops,tf.raw_ops.SparseFillEmptyRowsGrad,Non vector input
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,Rank other than 2
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,First element other than zero
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,Rank other than 2
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,split[-1] != len(values)
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.RaggedCountSparseOutput,Rank other than 2
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.RaggedCountSparseOutput,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.RaggedCountSparseOutput,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.RaggedCountSparseOutput,Dimension mismatch
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.RaggedCountSparseOutput,First element other than zero
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.RaggedCountSparseOutput,Rank other than 2
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3,https://github.com/tensorflow/tensorflow/commit/3cbb917b4714766030b28eba9fb41bb97ce9ee02,tf.raw_ops,tf.raw_ops.RaggedCountSparseOutput,split[-1] != len(values)
Tensorflow,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-g7p5-5759-qv46,https://github.com/tensorflow/tensorflow/commit/0462de5b544ed4731aa2fb23946ac22c01856b80,tf.raw_ops,tf.raw_ops.StringNGrams,Invalid argument
